DecoWallCurve3Pillar	30	11	14	1
DecoWallCurve3Pillar	30	12	14	1
DecoWallCurve3Pillar	30	13	14	1
DecoWallCurve3Pillar	30	14	14	1
DecoWallCurve3Pillar	30	15	14	1
DecoWallCurve3Pillar	30	16	14	1
DecoWallCurve3Pillar	30	17	14	1
PlatformTechSlope2Curve3Out	30	18	14	1
DecoWallBasePillar	30	9	18	0
DecoWallBasePillar	30	10	18	0
PlatformTechSlope2Start2	30	11	18	0
DecoWallBasePillar	30	9	19	0
DecoWallBasePillar	30	10	19	0
DecoWallBasePillar	31	9	19	0
DecoWallBasePillar	31	10	19	0
PlatformTechSlope2Straight	31	11	19	0
DecoWallDiag1Pillar	31	9	24	3
DecoWallDiag1Pillar	31	10	24	3
DecoWallDiag1Pillar	31	11	24	3
DecoWallDiag1Pillar	31	12	24	3
PlatformTechDiag1Slope2UpRight	31	13	24	3
DecoWallDiag1Pillar	31	9	25	0
DecoWallDiag1Pillar	31	10	25	0
DecoWallDiag1Pillar	31	11	25	0
DecoWallDiag1Pillar	31	12	25	0
DecoWallDiag1Pillar	31	13	25	0
DecoWallDiag1Pillar	31	14	25	0
PlatformTechDiag1Slope2DownLeft	31	15	25	3
DecoWallBasePillar	32	9	19	0
DecoWallBasePillar	32	10	19	0
PlatformTechSlope2Straight	32	11	19	0
DecoWallBasePillar	32	9	24	0
DecoWallBasePillar	32	10	24	0
DecoWallBasePillar	32	11	24	0
DecoWallBasePillar	32	12	24	0
PlatformTechSlope2Straight	32	13	24	0
DecoWallBasePillar	32	9	25	0
DecoWallBasePillar	32	10	25	0
DecoWallBasePillar	32	11	25	0
DecoWallBasePillar	32	12	25	0
DecoWallBasePillar	32	13	25	0
DecoWallBasePillar	32	14	25	0
PlatformTechSlope2StraightWithHole24m	32	15	25	0
DecoWallCurve2Pillar	33	9	19	3
DecoWallCurve2Pillar	33	10	19	3
DecoWallCurve2Pillar	33	11	19	3
DecoWallCurve2Pillar	33	12	19	3
PlatformTechSlope2Curve2Out	33	13	19	3
DecoWallCurve2Pillar	33	9	21	2
DecoWallCurve2Pillar	33	10	21	2
DecoWallCurve2Pillar	33	11	21	2
DecoWallCurve2Pillar	33	12	21	2
PlatformTechSlope2Curve2Out	33	13	21	2
DecoWallBasePillar	33	9	24	1
DecoWallBasePillar	33	10	24	1
DecoWallBasePillar	33	11	24	1
DecoWallBasePillar	33	12	24	1
PlatformTechTiltTransition1UpLeft	33	13	24	1
DecoWallBasePillar	33	9	25	1
DecoWallBasePillar	33	10	25	1
DecoWallBasePillar	33	11	25	1
DecoWallBasePillar	33	12	25	1
DecoWallBasePillar	33	13	25	1
DecoWallBasePillar	33	14	25	1
PlatformTechTiltTransition1UpLeft	33	15	25	1
DecoWallCurve2InPillar	34	9	23	1
DecoWallCurve2InPillar	34	10	23	1
DecoWallCurve2InPillar	34	11	23	1
DecoWallCurve2InPillar	34	12	23	1
PlatformTechCurve2In	34	13	23	1
DecoWallBasePillar	34	9	24	2
DecoWallBasePillar	34	10	24	2
DecoWallBasePillar	34	11	24	2
DecoWallBasePillar	34	12	24	2
OpenTechRoadStraight	34	13	24	2
TrackWallDeadendRoundPillar	34	9	25	1
TrackWallDeadendRoundPillar	34	10	25	1
TrackWallDeadendRoundPillar	34	11	25	1
TrackWallDeadendRoundPillar	34	12	25	1
TrackWallDeadendRoundPillar	34	13	25	1
TrackWallDeadendRoundPillar	34	14	25	1
RoadTechStart	34	15	25	1
DecoWallCurve2Pillar	35	9	19	0
DecoWallCurve2Pillar	35	10	19	0
DecoWallCurve2Pillar	35	11	19	0
DecoWallCurve2Pillar	35	12	19	0
PlatformTechSlope2Curve2Out	35	13	19	0
DecoWallCurve2Pillar	35	9	21	1
DecoWallCurve2Pillar	35	10	21	1
DecoWallCurve2Pillar	35	11	21	1
DecoWallCurve2Pillar	35	12	21	1
PlatformTechSlope2Curve2Out	35	13	21	1
DecoWallBasePillar	35	9	23	1
DecoWallBasePillar	35	10	23	1
DecoWallBasePillar	35	11	23	1
DecoWallBasePillar	35	12	23	1
PlatformTechBase	35	13	23	1
TrackWallCurve1Pillar	35	9	24	1
TrackWallCurve1Pillar	35	10	24	1
TrackWallCurve1Pillar	35	11	24	1
TrackWallCurve1Pillar	35	12	24	1
RoadTechCurve1	35	13	24	1
DecoWallCurve2Pillar	36	9	26	3
DecoWallCurve2Pillar	36	10	26	3
DecoWallCurve2Pillar	36	11	26	3
DecoWallCurve2Pillar	36	12	26	3
DecoWallCurve2Pillar	36	13	26	3
DecoWallCurve2Pillar	36	14	26	3
DecoWallCurve2Pillar	36	15	26	3
DecoWallCurve2Pillar	36	16	26	3
DecoWallCurve2Pillar	36	17	26	3
PlatformTechSlope2Curve2Out	36	18	26	3
DecoWallCurve2Pillar	36	9	28	2
DecoWallCurve2Pillar	36	10	28	2
DecoWallCurve2Pillar	36	11	28	2
DecoWallCurve2Pillar	36	12	28	2
DecoWallCurve2Pillar	36	13	28	2
DecoWallCurve2Pillar	36	14	28	2
DecoWallCurve2Pillar	36	15	28	2
DecoWallCurve2Pillar	36	16	28	2
DecoWallCurve2Pillar	36	17	28	2
PlatformTechSlope2Curve2Out	36	18	28	2
DecoWallCurve2Pillar	38	9	26	0
DecoWallCurve2Pillar	38	10	26	0
DecoWallCurve2Pillar	38	11	26	0
DecoWallCurve2Pillar	38	12	26	0
DecoWallCurve2Pillar	38	13	26	0
DecoWallCurve2Pillar	38	14	26	0
DecoWallCurve2Pillar	38	15	26	0
DecoWallCurve2Pillar	38	16	26	0
DecoWallCurve2Pillar	38	17	26	0
PlatformTechSlope2Curve2Out	38	18	26	0
DecoWallCurve2Pillar	38	9	28	1
DecoWallCurve2Pillar	38	10	28	1
DecoWallCurve2Pillar	38	11	28	1
DecoWallCurve2Pillar	38	12	28	1
DecoWallCurve2Pillar	38	13	28	1
DecoWallCurve2Pillar	38	14	28	1
DecoWallCurve2Pillar	38	15	28	1
DecoWallCurve2Pillar	38	16	28	1
DecoWallCurve2Pillar	38	17	28	1
PlatformTechSlope2Curve2Out	38	18	28	1
